============================================================
METHANE SEGMENTATION ZCU104 OPTIMIZED BENCHMARK
[VAL 117/342] ang20191021t194835_r2048_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 118/342] ang20191021t194835_r9984_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 119/342] ang20191021t194835_r5120_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 120/342] ang20191021t194835_r512_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 121/342] ang20191025t161146_r13312_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 122/342] ang20191025t161146_r12800_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 123/342] ang20191025t161146_r9216_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 124/342] ang20191025t161146_r256_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 125/342] ang20191025t163632_r7936_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 126/342] ang20191025t163632_r256_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 127/342] ang20191025t163632_r11520_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 128/342] ang20191025t163632_r7168_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 129/342] ang20191025t165545_r13312_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 130/342] ang20191025t165545_r8704_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 131/342] ang20191025t165545_r1792_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 132/342] ang20191025t165545_r3328_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 133/342] ang20191025t171141_r9216_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 134/342] ang20191025t171141_r9728_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 135/342] ang20191025t171141_r2816_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 136/342] ang20191025t171141_r12544_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 137/342] ang20191025t173025_r6912_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 138/342] ang20191025t173025_r5376_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 139/342] ang20191025t173025_r10496_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 140/342] ang20191025t173025_r1536_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 141/342] ang20191025t174619_r5632_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 142/342] ang20191025t174619_r3072_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 143/342] ang20191025t174619_r768_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 144/342] ang20191025t174619_r8192_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 145/342] ang20191025t182152_r3328_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 146/342] ang20191025t182152_r6656_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 147/342] ang20191025t182152_r5632_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 148/342] ang20191025t182152_r12544_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 149/342] ang20191025t184057_r5376_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 150/342] ang20191025t184057_r5888_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 151/342] ang20191025t184057_r12288_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 152/342] ang20191025t184057_r0_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 153/342] ang20191025t185816_r6912_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 154/342] ang20191025t185816_r7680_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 155/342] ang20191025t185816_r4864_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 156/342] ang20191025t185816_r13056_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 157/342] ang20191025t191752_r6912_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 158/342] ang20191025t191752_r6400_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 159/342] ang20191025t191752_r4352_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 160/342] ang20191025t191752_r11520_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 161/342] ang20191025t193513_r7424_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 162/342] ang20191025t193513_r6400_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 163/342] ang20191025t193513_r12800_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 164/342] ang20191025t193513_r7936_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 165/342] ang20191025t195446_r8192_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 166/342] ang20191025t195446_r4096_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 167/342] ang20191025t195446_r2304_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 168/342] ang20191025t195446_r2816_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 169/342] ang20191025t203400_r11520_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 170/342] ang20191025t203400_r8448_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 171/342] ang20191025t203400_r4096_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 172/342] ang20191025t203400_r1536_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 173/342] ang20191025t205201_r7936_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 174/342] ang20191025t205201_r12800_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 175/342] ang20191025t205201_r3584_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 176/342] ang20191025t205201_r7168_c0_w512_h512 F1=0.0000 IoU=0.0000
[VAL 177/342] ang20191018t144405_r2674_c436_w151_h151 F1=0.6752 IoU=0.5097
[VAL 178/342] ang20191018t163108_r14851_c525_w151_h151 F1=0.1899 IoU=0.1049
[VAL 179/342] ang20191018t141549_r3900_c244_w151_h151 F1=0.0000 IoU=0.0000
[VAL 180/342] ang20191025t165545_r6573_c24_w151_h151 F1=0.4985 IoU=0.3320
[VAL 181/342] ang20191018t190719_r2696_c420_w151_h151 F1=0.0000 IoU=0.0000
[VAL 182/342] ang20191021t191828_r4300_c359_w151_h151 F1=0.7670 IoU=0.6221
[VAL 183/342] ang20191018t181457_r4349_c389_w151_h151 F1=0.8300 IoU=0.7093
[VAL 184/342] ang20191018t165503_r2660_c460_w151_h151 F1=0.7580 IoU=0.6103
[VAL 185/342] ang20191018t190719_r1941_c33_w151_h151 F1=0.8294 IoU=0.7086
[VAL 186/342] ang20191018t163108_r9758_c111_w151_h151 F1=0.8250 IoU=0.7021
[VAL 187/342] ang20191018t144405_r9715_c45_w151_h151 F1=0.7251 IoU=0.5688
[VAL 188/342] ang20191025t161146_r3244_c377_w151_h151 F1=0.5589 IoU=0.3878
[VAL 189/342] ang20191018t141549_r15184_c353_w151_h151 F1=0.5113 IoU=0.3434
[VAL 190/342] ang20191018t181457_r951_c373_w151_h151 F1=0.0000 IoU=0.0000
[VAL 191/342] ang20191025t173025_r3336_c191_w151_h151 F1=0.7202 IoU=0.5627
[VAL 192/342] ang20191018t141549_r12667_c106_w151_h151 F1=0.6060 IoU=0.4347
[VAL 193/342] ang20191021t160052_r3543_c486_w151_h151 F1=0.8973 IoU=0.8138
[VAL 194/342] ang20191018t165503_r9679_c77_w151_h151 F1=0.4350 IoU=0.2780
[VAL 195/342] ang20191018t183859_r9782_c161_w151_h151 F1=0.3100 IoU=0.1834
[VAL 196/342] ang20191018t160154_r4393_c66_w151_h151 F1=0.6925 IoU=0.5296
[VAL 197/342] ang20191018t190719_r17183_c16_w151_h151 F1=0.5254 IoU=0.3563
[VAL 198/342] ang20191025t184057_r9464_c310_w151_h151 F1=0.6553 IoU=0.4873
[VAL 199/342] ang20191021t163119_r10841_c319_w151_h151 F1=0.2159 IoU=0.1210
[VAL 200/342] ang20191025t195446_r7552_c210_w151_h151 F1=0.0000 IoU=0.0000
[VAL 201/342] ang20191018t190719_r9705_c38_w151_h151 F1=0.7864 IoU=0.6479
[VAL 202/342] ang20191025t191752_r8652_c211_w151_h151 F1=0.5812 IoU=0.4096
[VAL 203/342] ang20191025t171141_r4818_c323_w151_h151 F1=0.5066 IoU=0.3392
[VAL 204/342] ang20191018t165503_r1960_c173_w151_h151 F1=0.7327 IoU=0.5782
[VAL 205/342] ang20191021t181927_r7397_c149_w151_h151 F1=0.8985 IoU=0.8157
[VAL 206/342] ang20191018t181457_r4453_c18_w151_h151 F1=0.8417 IoU=0.7267
[VAL 207/342] ang20191025t174619_r4703_c464_w151_h151 F1=0.8075 IoU=0.6771
[VAL 208/342] ang20191025t184057_r7188_c55_w151_h151 F1=0.3045 IoU=0.1796
[VAL 209/342] ang20191018t163108_r12692_c64_w151_h151 F1=0.7248 IoU=0.5684
[VAL 210/342] ang20191025t163632_r4943_c530_w151_h151 F1=0.8175 IoU=0.6913
[VAL 211/342] ang20191018t163108_r2256_c265_w151_h151 F1=0.9196 IoU=0.8512
[VAL 212/342] ang20191025t171141_r10528_c126_w151_h151 F1=0.4652 IoU=0.3031
[VAL 213/342] ang20191018t144405_r9492_c26_w151_h151 F1=0.4299 IoU=0.2738
[VAL 214/342] ang20191025t185816_r5823_c32_w151_h151 F1=0.3746 IoU=0.2305
[VAL 215/342] ang20191025t191752_r5843_c383_w151_h151 F1=0.3581 IoU=0.2181
[VAL 216/342] ang20191021t161810_r8807_c129_w151_h151 F1=0.2652 IoU=0.1529
[VAL 217/342] ang20191025t165545_r6394_c182_w151_h151 F1=0.0163 IoU=0.0082
[VAL 218/342] ang20191025t184057_r3384_c231_w151_h151 F1=0.2784 IoU=0.1617
[VAL 219/342] ang20191025t173025_r6296_c170_w151_h151 F1=0.6842 IoU=0.5200
[VAL 220/342] ang20191025t182152_r2779_c154_w151_h151 F1=0.0000 IoU=0.0000
[VAL 221/342] ang20191025t205201_r10416_c273_w151_h151 F1=0.8093 IoU=0.6796
[VAL 222/342] ang20191025t184057_r10465_c469_w151_h151 F1=0.7774 IoU=0.6359
[VAL 223/342] ang20191021t174954_r6967_c133_w151_h151 F1=0.8253 IoU=0.7026
[VAL 224/342] ang20191021t161810_r10821_c7_w151_h151 F1=0.0577 IoU=0.0297
[VAL 225/342] ang20191018t172239_r9176_c327_w151_h151 F1=0.8368 IoU=0.7194
[VAL 226/342] ang20191025t184057_r3486_c136_w151_h151 F1=0.7524 IoU=0.6031
[VAL 227/342] ang20191018t183859_r12712_c110_w151_h151 F1=0.3717 IoU=0.2282
[VAL 228/342] ang20191021t184841_r5112_c321_w151_h151 F1=0.8259 IoU=0.7035
[VAL 229/342] ang20191025t182152_r2787_c361_w151_h151 F1=0.5125 IoU=0.3445
[VAL 230/342] ang20191018t174629_r4306_c191_w151_h151 F1=0.8093 IoU=0.6797
[VAL 231/342] ang20191018t141549_r15614_c220_w151_h151 F1=0.6935 IoU=0.5308
[VAL 232/342] ang20191021t171902_r10143_c365_w151_h151 F1=0.8654 IoU=0.7627
[VAL 233/342] ang20191025t173025_r4707_c55_w151_h151 F1=0.5380 IoU=0.3680
[VAL 234/342] ang20191018t153724_r16912_c149_w151_h151 F1=0.2833 IoU=0.1650
[VAL 235/342] ang20191018t174629_r7608_c507_w151_h151 F1=0.6316 IoU=0.4615
[VAL 236/342] ang20191025t205201_r11171_c318_w151_h151 F1=0.4457 IoU=0.2867
[VAL 237/342] ang20191025t193513_r5930_c534_w151_h151 F1=0.7331 IoU=0.5786
[VAL 238/342] ang20191021t184841_r1071_c144_w151_h151 F1=0.7907 IoU=0.6538
[VAL 239/342] ang20191021t154726_r3595_c76_w151_h151 F1=0.6235 IoU=0.4529
[VAL 240/342] ang20191025t203400_r1012_c227_w151_h151 F1=0.8143 IoU=0.6867
[VAL 241/342] ang20191021t184841_r5835_c175_w151_h151 F1=0.7859 IoU=0.6472
[VAL 242/342] ang20191018t144405_r1980_c150_w151_h151 F1=0.2315 IoU=0.1309
[VAL 243/342] ang20191025t182152_r10313_c122_w151_h151 F1=0.6507 IoU=0.4823
[VAL 244/342] ang20191021t163119_r8833_c523_w151_h151 F1=0.7290 IoU=0.5735
[VAL 245/342] ang20191025t191752_r5942_c143_w151_h151 F1=0.6061 IoU=0.4348
[VAL 246/342] ang20191018t183859_r11284_c292_w151_h151 F1=0.6271 IoU=0.4568
[VAL 247/342] ang20191025t193513_r11288_c25_w151_h151 F1=0.2151 IoU=0.1205
[VAL 248/342] ang20191025t195446_r6606_c89_w151_h151 F1=0.4873 IoU=0.3221
[VAL 249/342] ang20191021t184841_r7454_c343_w151_h151 F1=0.8494 IoU=0.7383
[VAL 250/342] ang20191021t184841_r7107_c486_w151_h151 F1=0.8800 IoU=0.7857
[VAL 251/342] ang20191018t153724_r7632_c466_w151_h151 F1=0.4046 IoU=0.2536
[VAL 252/342] ang20191021t163119_r10989_c389_w151_h151 F1=0.1588 IoU=0.0862
[VAL 253/342] ang20191018t165503_r11460_c337_w151_h151 F1=0.5714 IoU=0.4000
[VAL 254/342] ang20191018t165503_r1966_c129_w151_h151 F1=0.0000 IoU=0.0000
[VAL 255/342] ang20191021t161810_r3990_c214_w151_h151 F1=0.7908 IoU=0.6540
[VAL 256/342] ang20191018t183859_r7764_c98_w151_h151 F1=0.7066 IoU=0.5463
[VAL 257/342] ang20191025t174619_r5000_c216_w151_h151 F1=0.8492 IoU=0.7379
[VAL 258/342] ang20191021t183204_r8292_c93_w151_h151 F1=0.6872 IoU=0.5235
[VAL 259/342] ang20191021t183204_r7070_c151_w151_h151 F1=0.6100 IoU=0.4388
[VAL 260/342] ang20191021t173221_r8677_c419_w151_h151 F1=0.8671 IoU=0.7655
[VAL 261/342] ang20191025t171141_r8873_c372_w151_h151 F1=0.0000 IoU=0.0000
[VAL 262/342] ang20191021t154726_r9012_c276_w151_h151 F1=0.6793 IoU=0.5144
[VAL 263/342] ang20191018t183859_r15671_c209_w151_h151 F1=0.7619 IoU=0.6154
[VAL 264/342] ang20191025t191752_r9839_c105_w151_h151 F1=0.2751 IoU=0.1595
[VAL 265/342] ang20191021t183204_r7413_c7_w151_h151 F1=0.8855 IoU=0.7946
[VAL 266/342] ang20191021t194835_r9149_c236_w151_h151 F1=0.8603 IoU=0.7549
[VAL 267/342] ang20191021t174954_r6623_c170_w151_h151 F1=0.0000 IoU=0.0000
[VAL 268/342] ang20191025t185816_r9590_c99_w151_h151 F1=0.0000 IoU=0.0000
[VAL 269/342] ang20191025t195446_r5631_c208_w151_h151 F1=0.0000 IoU=0.0000
[VAL 270/342] ang20191021t174954_r10250_c171_w151_h151 F1=0.0000 IoU=0.0000
[VAL 271/342] ang20191018t183859_r4431_c310_w151_h151 F1=0.5128 IoU=0.3448
[VAL 272/342] ang20191018t183859_r8656_c395_w151_h151 F1=0.4066 IoU=0.2552
[VAL 273/342] ang20191021t184841_r2194_c463_w151_h151 F1=0.8194 IoU=0.6940
[VAL 274/342] ang20191025t182152_r11770_c188_w151_h151 F1=0.0000 IoU=0.0000
[VAL 275/342] ang20191021t173221_r8662_c163_w151_h151 F1=0.0000 IoU=0.0000
[VAL 276/342] ang20191021t180251_r7753_c178_w151_h151 F1=0.8000 IoU=0.6667
[VAL 277/342] ang20191021t171902_r3493_c509_w151_h151 F1=0.8384 IoU=0.7217
[VAL 278/342] ang20191021t190136_r7840_c242_w151_h151 F1=0.5644 IoU=0.3931
[VAL 279/342] ang20191021t191828_r9920_c548_w151_h151 F1=0.8990 IoU=0.8166
[VAL 280/342] ang20191021t180251_r6898_c354_w151_h151 F1=0.8467 IoU=0.7341
[VAL 281/342] ang20191025t205201_r6175_c87_w151_h151 F1=0.8750 IoU=0.7778
[VAL 282/342] ang20191021t174954_r8450_c592_w151_h151 F1=0.0000 IoU=0.0000
[VAL 283/342] ang20191021t183204_r6003_c519_w151_h151 F1=0.7702 IoU=0.6262
[VAL 284/342] ang20191025t195446_r13089_c251_w151_h151 F1=0.7000 IoU=0.5385
[VAL 285/342] ang20191025t195446_r12489_c497_w151_h151 F1=0.0000 IoU=0.0000
[VAL 286/342] ang20191021t174954_r10300_c437_w151_h151 F1=0.0000 IoU=0.0000
[VAL 287/342] ang20191018t165503_r2879_c215_w151_h151 F1=0.4680 IoU=0.3055
